SOCCode	Element_ID	Element_Name	average_scale	tot_emp	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
00-0000	2.C.4.a	Mathematics	57.642365545		All occ	51438.038379	1	All occupations	3	0
00-0000	2.C.4.a	Mathematics	48.428152614		All occ	37635.791378	2	All occupations	3	0
00-0000	2.C.4.a	Mathematics	38.532713637		All occ	38710.912025	3	All occupations	3	0
00-0000	2.C.4.a	Mathematics	77.0741879		All occ	79642.163307	0	All occupations	4	0
00-0000	2.C.4.a	Mathematics	65.491607815		All occ	77003.830553	1	All occupations	4	0
00-0000	2.C.4.a	Mathematics	58.982936982		All occ	70522.001706	2	All occupations	4	0
00-0000	2.C.4.a	Mathematics	42.932793007		All occ	53680.733326	3	All occupations	4	0
00-0000	2.C.4.a	Mathematics	80.78679163		All occ	92291.921015	0	All occupations	5	0
00-0000	2.C.4.a	Mathematics	67.808854488		All occ	113140.55104	1	All occupations	5	0
00-0000	2.C.4.a	Mathematics	55.835353243		All occ	74729.618306	2	All occupations	5	0
00-0000	2.C.4.a	Mathematics	42.257782875		All occ	79293.510006	3	All occupations	5	0
00-0000	2.C.4.b	Physics	30.853530618		All occ	24694.254916	0	All occupations	1	0
00-0000	2.C.4.b	Physics	20.022728269		All occ	19625.877545	1	All occupations	1	0
00-0000	2.C.4.b	Physics	16.515912326		All occ	21802.034055	2	All occupations	1	0
00-0000	2.C.4.b	Physics	11.394281811		All occ	19550.589739	3	All occupations	1	0
00-0000	2.C.4.b	Physics	40.590799765		All occ	37951.009854	0	All occupations	2	0
00-0000	2.C.4.b	Physics	27.199228401		All occ	35042.949376	1	All occupations	2	0
00-0000	2.C.4.b	Physics	18.912903932		All occ	27052.575969	2	All occupations	2	0
00-0000	2.C.4.b	Physics	8.7687281654		All occ	27906.404783	3	All occupations	2	0
00-0000	2.C.4.b	Physics	54.527255671		All occ	53514.469338	0	All occupations	3	0
00-0000	2.C.4.b	Physics	38.494472044		All occ	43912.493892	1	All occupations	3	0
00-0000	2.C.4.b	Physics	21.669215555		All occ	39631.730899	2	All occupations	3	0
00-0000	2.C.4.b	Physics	9.070933174		All occ	39299.429124	3	All occupations	3	0
00-0000	2.C.4.b	Physics	61.323142308		All occ	89166.326393	0	All occupations	4	0
00-0000	2.C.4.b	Physics	29.845694783		All occ	72199.585318	1	All occupations	4	0
00-0000	2.C.4.b	Physics	18.25624354		All occ	69082.993781	2	All occupations	4	0
00-0000	2.C.4.b	Physics	7.0368398577		All occ	62953.587753	3	All occupations	4	0
00-0000	2.C.4.b	Physics	56.323686058		All occ	92460.785115	0	All occupations	5	0
00-0000	2.C.4.b	Physics	35.898398915		All occ	108653.72483	1	All occupations	5	0
00-0000	2.C.4.b	Physics	18.434379509		All occ	91464.348881	2	All occupations	5	0
00-0000	2.C.4.b	Physics	8.2695062729		All occ	76108.686335	3	All occupations	5	0
00-0000	2.C.4.c	Chemistry	44.635454549		All occ	23449.821205	0	All occupations	1	0
00-0000	2.C.4.c	Chemistry	34.126684912		All occ	20523.777418	1	All occupations	1	0
00-0000	2.C.4.c	Chemistry	25.47302775		All occ	19366.906902	2	All occupations	1	0
00-0000	2.C.4.c	Chemistry	15.815296052		All occ	19863.151485	3	All occupations	1	0
00-0000	2.C.4.c	Chemistry	47.499378709		All occ	34950.222255	0	All occupations	2	0
00-0000	2.C.4.c	Chemistry	32.034685014		All occ	30089.303826	1	All occupations	2	0
00-0000	2.C.4.c	Chemistry	23.085644057		All occ	31081.639526	2	All occupations	2	0
00-0000	2.C.4.c	Chemistry	12.557843879		All occ	26938.982231	3	All occupations	2	0
00-0000	2.C.4.c	Chemistry	51.310253955		All occ	44968.368362	0	All occupations	3	0
00-0000	2.C.4.c	Chemistry	39.996921595		All occ	45409.566633	1	All occupations	3	0
00-0000	2.C.4.c	Chemistry	24.449828035		All occ	37757.121616	2	All occupations	3	0
00-0000	2.C.4.c	Chemistry	9.2473593691		All occ	43351.844724	3	All occupations	3	0
00-0000	2.C.4.c	Chemistry	54.766504639		All occ	70856.720657	0	All occupations	4	0
00-0000	2.C.4.c	Chemistry	30.660417359		All occ	74881.77338	1	All occupations	4	0
00-0000	2.C.4.c	Chemistry	17.517229582		All occ	66081.323998	2	All occupations	4	0
00-0000	2.C.4.c	Chemistry	7.5327572576		All occ	70465.575444	3	All occupations	4	0
00-0000	2.C.4.c	Chemistry	66.373056626		All occ	108809.90409	0	All occupations	5	0
00-0000	2.C.4.c	Chemistry	44.295098165		All occ	83790.856591	1	All occupations	5	0
00-0000	2.C.4.c	Chemistry	22.506998195		All occ	80267.804923	2	All occupations	5	0
00-0000	2.C.4.c	Chemistry	11.851598856		All occ	91153.611156	3	All occupations	5	0
00-0000	2.C.4.d	Biology	39.532136204		All occ	23895.80978	0	All occupations	1	0
00-0000	2.C.4.d	Biology	21.627911109		All occ	21644.398047	1	All occupations	1	0
00-0000	2.C.4.d	Biology	12.692018829		All occ	19297.819388	2	All occupations	1	0
00-0000	2.C.4.d	Biology	6.9068218153		All occ	21559.313237	3	All occupations	1	0
00-0000	2.C.4.d	Biology	24.333805279		All occ	28062.240038	0	All occupations	2	0
00-0000	2.C.4.d	Biology	14.452313465		All occ	32270.622978	1	All occupations	2	0
00-0000	2.C.4.d	Biology	9.8482600917		All occ	26070.352067	2	All occupations	2	0
00-0000	2.C.4.d	Biology	2.9946502246		All occ	30411.861299	3	All occupations	2	0
00-0000	2.C.4.d	Biology	44.268449123		All occ	42897.289125	0	All occupations	3	0
00-0000	2.C.4.d	Biology	22.695511741		All occ	39431.67771	1	All occupations	3	0
00-0000	2.C.4.d	Biology	11.081369528		All occ	43357.026253	2	All occupations	3	0
00-0000	2.C.4.d	Biology	5.5524451703		All occ	45108.371251	3	All occupations	3	0
00-0000	2.C.4.d	Biology	56.343793109		All occ	62568.158858	0	All occupations	4	0
00-0000	2.C.4.d	Biology	25.130575537		All occ	76988.778584	1	All occupations	4	0
00-0000	2.C.4.d	Biology	13.961336247		All occ	72212.513349	2	All occupations	4	0
00-0000	2.C.4.d	Biology	6.1358276879		All occ	69545.05204	3	All occupations	4	0
00-0000	2.C.4.d	Biology	78.696936137		All occ	98480.103609	0	All occupations	5	0
00-0000	2.C.4.d	Biology	57.519083513		All occ	98536.062439	1	All occupations	5	0
00-0000	2.C.4.d	Biology	28.021794223		All occ	90498.305109	2	All occupations	5	0
00-0000	2.C.4.d	Biology	13.779504882		All occ	78110.018177	3	All occupations	5	0
00-0000	2.C.4.e	Psychology	34.699869222		All occ	19617.046617	0	All occupations	1	0
00-0000	2.C.4.e	Psychology	29.92078979		All occ	20104.776149	1	All occupations	1	0
00-0000	2.C.4.e	Psychology	23.867753969		All occ	20330.794106	2	All occupations	1	0
00-0000	2.C.4.e	Psychology	15.964813096		All occ	23823.979229	3	All occupations	1	0
00-0000	2.C.4.e	Psychology	48.035984597		All occ	28754.63903	0	All occupations	2	0
00-0000	2.C.4.e	Psychology	33.753109773		All occ	33979.042495	1	All occupations	2	0
00-0000	2.C.4.e	Psychology	25.364699374		All occ	28654.395051	2	All occupations	2	0
00-0000	2.C.4.e	Psychology	17.209984101		All occ	28425.463912	3	All occupations	2	0
00-0000	2.C.4.e	Psychology	63.099749829		All occ	41145.809962	0	All occupations	3	0
00-0000	2.C.4.e	Psychology	44.399661778		All occ	40266.924306	1	All occupations	3	0
00-0000	2.C.4.e	Psychology	32.826727823		All occ	45153.233382	2	All occupations	3	0
00-0000	2.C.4.e	Psychology	21.013112412		All occ	41981.995463	3	All occupations	3	0
00-0000	2.C.4.e	Psychology	71.143442792		All occ	59680.615076	0	All occupations	4	0
00-0000	2.C.4.e	Psychology	47.60783204		All occ	83495.244709	1	All occupations	4	0
00-0000	2.C.4.e	Psychology	37.601341821		All occ	72278.555982	2	All occupations	4	0
00-0000	2.C.4.e	Psychology	25.287712638		All occ	73612.690534	3	All occupations	4	0
00-0000	2.C.4.e	Psychology	85.277873328		All occ	74669.669857	0	All occupations	5	0
00-0000	2.C.4.e	Psychology	65.734280016		All occ	88610.429794	1	All occupations	5	0
00-0000	2.C.4.e	Psychology	50.649990041		All occ	105248.45477	2	All occupations	5	0
00-0000	2.C.4.e	Psychology	35.55166931		All occ	91209.288497	3	All occupations	5	0
00-0000	2.C.4.f	Sociology and Anthropology	25.073809328		All occ	20045.566954	0	All occupations	1	0
00-0000	2.C.4.f	Sociology and Anthropology	20.221407338		All occ	20135.157542	1	All occupations	1	0
00-0000	2.C.4.f	Sociology and Anthropology	14.631016552		All occ	19465.400491	2	All occupations	1	0
00-0000	2.C.4.f	Sociology and Anthropology	9.8574468161		All occ	24916.276905	3	All occupations	1	0
00-0000	2.C.4.f	Sociology and Anthropology	28.257679764		All occ	27822.829743	0	All occupations	2	0
00-0000	2.C.4.f	Sociology and Anthropology	19.404144505		All occ	33594.878296	1	All occupations	2	0
00-0000	2.C.4.f	Sociology and Anthropology	14.613078201		All occ	27510.000437	2	All occupations	2	0
00-0000	2.C.4.f	Sociology and Anthropology	8.2837327513		All occ	32752.944255	3	All occupations	2	0
00-0000	2.C.4.f	Sociology and Anthropology	43.446233957		All occ	37962.484228	0	All occupations	3	0
00-0000	2.C.4.f	Sociology and Anthropology	26.87264854		All occ	44973.524923	1	All occupations	3	0
00-0000	2.C.4.f	Sociology and Anthropology	19.606519579		All occ	45897.495047	2	All occupations	3	0
00-0000	2.C.4.f	Sociology and Anthropology	10.499742376		All occ	40626.236835	3	All occupations	3	0
00-0000	2.C.4.f	Sociology and Anthropology	58.791814196		All occ	56868.629574	0	All occupations	4	0
00-0000	2.C.4.f	Sociology and Anthropology	39.078352946		All occ	77237.552795	1	All occupations	4	0
00-0000	2.C.4.f	Sociology and Anthropology	26.916383508		All occ	76593.816289	2	All occupations	4	0
00-0000	2.C.4.f	Sociology and Anthropology	16.218277022		All occ	77627.988166	3	All occupations	4	0
00-0000	2.C.4.f	Sociology and Anthropology	71.987719117		All occ	63343.362982	0	All occupations	5	0
00-0000	2.C.4.f	Sociology and Anthropology	58.012616312		All occ	76667.920125	1	All occupations	5	0
00-0000	2.C.4.f	Sociology and Anthropology	45.260201479		All occ	102660.51619	2	All occupations	5	0
00-0000	2.C.4.f	Sociology and Anthropology	27.942275426		All occ	108689.68812	3	All occupations	5	0
00-0000	2.C.4.g	Geography	28.73865732		All occ	25496.155925	0	All occupations	1	0
00-0000	2.C.4.g	Geography	22.367102314		All occ	20802.465749	1	All occupations	1	0
00-0000	2.C.4.g	Geography	14.411004914		All occ	19267.079755	2	All occupations	1	0
00-0000	2.C.4.g	Geography	10.592105511		All occ	21608.067838	3	All occupations	1	0
00-0000	2.C.4.g	Geography	37.726347942		All occ	36810.192446	0	All occupations	2	0
00-0000	2.C.4.g	Geography	19.572548253		All occ	28222.758909	1	All occupations	2	0
00-0000	2.C.4.g	Geography	14.554634802		All occ	26935.664516	2	All occupations	2	0
00-0000	2.C.4.g	Geography	7.6133336643		All occ	29529.168117	3	All occupations	2	0
00-0000	2.C.4.g	Geography	42.878163112		All occ	44239.396833	0	All occupations	3	0
00-0000	2.C.4.g	Geography	28.652250119		All occ	41132.787765	1	All occupations	3	0
00-0000	2.C.4.g	Geography	18.687119424		All occ	43623.712407	2	All occupations	3	0
00-0000	2.C.4.g	Geography	12.550894535		All occ	41444.131625	3	All occupations	3	0
00-0000	2.C.4.g	Geography	55.325067676		All occ	59804.725793	0	All occupations	4	0
00-0000	2.C.4.g	Geography	40.015781495		All occ	71809.44863	1	All occupations	4	0
00-0000	2.C.4.g	Geography	27.792870941		All occ	75058.140569	2	All occupations	4	0
00-0000	2.C.4.g	Geography	18.357861078		All occ	72117.564606	3	All occupations	4	0
00-0000	2.C.4.g	Geography	64.241955803		All occ	72698.892672	0	All occupations	5	0
00-0000	2.C.4.g	Geography	40.383282298		All occ	86878.100185	1	All occupations	5	0
00-0000	2.C.4.g	Geography	27.805238552		All occ	86596.356492	2	All occupations	5	0
00-0000	2.C.4.g	Geography	17.135278512		All occ	98248.062123	3	All occupations	5	0
00-0000	2.C.5.a	Medicine and Dentistry	24.592359713		All occ	19863.983783	0	All occupations	1	0
00-0000	2.C.5.a	Medicine and Dentistry	18.960918096		All occ	20231.336358	1	All occupations	1	0
00-0000	2.C.5.a	Medicine and Dentistry	14.071727916		All occ	19876.296436	2	All occupations	1	0
00-0000	2.C.5.a	Medicine and Dentistry	10.146657097		All occ	22597.96599	3	All occupations	1	0
00-0000	2.C.5.a	Medicine and Dentistry	34.942883864		All occ	28628.070462	0	All occupations	2	0
00-0000	2.C.5.a	Medicine and Dentistry	18.320254537		All occ	32537.589592	1	All occupations	2	0
00-0000	2.C.5.a	Medicine and Dentistry	12.470658784		All occ	27394.813316	2	All occupations	2	0
00-0000	2.C.5.a	Medicine and Dentistry	5.852859895		All occ	32113.727701	3	All occupations	2	0
00-0000	2.C.5.a	Medicine and Dentistry	55.142662857		All occ	38674.873641	0	All occupations	3	0
00-0000	2.C.5.a	Medicine and Dentistry	24.73954287		All occ	39701.533605	1	All occupations	3	0
00-0000	2.C.5.a	Medicine and Dentistry	14.768688459		All occ	49473.453267	2	All occupations	3	0
00-0000	2.C.5.a	Medicine and Dentistry	6.7318457503		All occ	43386.656801	3	All occupations	3	0
00-0000	2.C.5.a	Medicine and Dentistry	48.632593421		All occ	60184.476621	0	All occupations	4	0
00-0000	2.C.5.a	Medicine and Dentistry	20.297222737		All occ	82781.053279	1	All occupations	4	0
00-0000	2.C.5.a	Medicine and Dentistry	13.631443932		All occ	77085.298983	2	All occupations	4	0
00-0000	2.C.5.a	Medicine and Dentistry	5.8953047446		All occ	69018.990497	3	All occupations	4	0
00-0000	2.C.5.a	Medicine and Dentistry	76.645204005		All occ	103722.9587	0	All occupations	5	0
00-0000	2.C.5.a	Medicine and Dentistry	40.199185721		All occ	64363.421255	1	All occupations	5	0
00-0000	2.C.5.a	Medicine and Dentistry	21.689681294		All occ	96467.156626	2	All occupations	5	0
00-0000	2.C.5.a	Medicine and Dentistry	10.762628773		All occ	93011.354513	3	All occupations	5	0
00-0000	2.C.5.b	Therapy and Counseling	22.512189689		All occ	21908.638641	0	All occupations	1	0
00-0000	2.C.5.b	Therapy and Counseling	17.1472408		All occ	19571.838438	1	All occupations	1	0
00-0000	2.C.5.b	Therapy and Counseling	13.089964683		All occ	20024.776501	2	All occupations	1	0
00-0000	2.C.5.b	Therapy and Counseling	9.9716250744		All occ	23433.691441	3	All occupations	1	0
00-0000	2.C.5.b	Therapy and Counseling	29.466217202		All occ	28069.037996	0	All occupations	2	0
00-0000	2.C.5.b	Therapy and Counseling	19.287167505		All occ	28420.986276	1	All occupations	2	0
00-0000	2.C.5.b	Therapy and Counseling	13.323510265		All occ	31871.226425	2	All occupations	2	0
00-0000	2.C.5.b	Therapy and Counseling	6.6653577419		All occ	29080.111077	3	All occupations	2	0
00-0000	2.C.5.b	Therapy and Counseling	44.903587247		All occ	38718.661201	0	All occupations	3	0
00-0000	2.C.5.b	Therapy and Counseling	24.334443742		All occ	45278.243684	1	All occupations	3	0
00-0000	2.C.5.b	Therapy and Counseling	16.854302558		All occ	44740.606322	2	All occupations	3	0
00-0000	2.C.5.b	Therapy and Counseling	8.6002414176		All occ	42171.769057	3	All occupations	3	0
00-0000	2.C.5.b	Therapy and Counseling	57.52282076		All occ	59144.168826	0	All occupations	4	0
00-0000	2.C.5.b	Therapy and Counseling	26.011765921		All occ	87078.557683	1	All occupations	4	0
00-0000	2.C.5.b	Therapy and Counseling	15.838964376		All occ	66908.641298	2	All occupations	4	0
00-0000	2.C.5.b	Therapy and Counseling	8.4985925812		All occ	76484.915741	3	All occupations	4	0
00-0000	2.C.5.b	Therapy and Counseling	81.623093969		All occ	74316.216481	0	All occupations	5	0
00-0000	2.C.5.b	Therapy and Counseling	52.181641657		All occ	92863.143242	1	All occupations	5	0
00-0000	2.C.5.b	Therapy and Counseling	31.7640111		All occ	100587.64395	2	All occupations	5	0
00-0000	2.C.5.b	Therapy and Counseling	16.62895805		All occ	99575.536224	3	All occupations	5	0
00-0000	2.C.6	Education and Training	52.299159644		All occ	25514.982289	0	All occupations	1	0
00-0000	2.C.6	Education and Training	41.423686636		All occ	19421.660786	1	All occupations	1	0
00-0000	2.C.6	Education and Training	35.695899054		All occ	21335.703611	2	All occupations	1	0
00-0000	2.C.6	Education and Training	30.313606242		All occ	22540.391138	3	All occupations	1	0
00-0000	2.C.6	Education and Training	57.76465486		All occ	35983.660022	0	All occupations	2	0
00-0000	2.C.6	Education and Training	47.522330629		All occ	33478.303328	1	All occupations	2	0
00-0000	2.C.6	Education and Training	41.118165058		All occ	26746.64635	2	All occupations	2	0
00-0000	2.C.6	Education and Training	33.107831462		All occ	26549.169171	3	All occupations	2	0
00-0000	2.C.6	Education and Training	64.52718385		All occ	44821.543571	0	All occupations	3	0
00-0000	2.C.6	Education and Training	54.31416541		All occ	41992.677124	1	All occupations	3	0
00-0000	2.C.6	Education and Training	49.265201572		All occ	43017.406535	2	All occupations	3	0
00-0000	2.C.6	Education and Training	37.309320878		All occ	40261.085358	3	All occupations	3	0
00-0000	2.C.6	Education and Training	76.835709548		All occ	64366.664757	0	All occupations	4	0
00-0000	2.C.6	Education and Training	58.340118716		All occ	79959.059964	1	All occupations	4	0
00-0000	2.C.6	Education and Training	51.589438482		All occ	74433.921986	2	All occupations	4	0
00-0000	2.C.6	Education and Training	42.273468863		All occ	67409.991849	3	All occupations	4	0
00-0000	2.C.6	Education and Training	91.730406989		All occ	76375.688676	0	All occupations	5	0
00-0000	2.C.6	Education and Training	78.468716173		All occ	64732.407427	1	All occupations	5	0
00-0000	2.C.6	Education and Training	68.013756078		All occ	98926.065842	2	All occupations	5	0
00-0000	2.C.6	Education and Training	50.30606332		All occ	107849.41674	3	All occupations	5	0
00-0000	2.C.7.a	English Language	51.847049457		All occ	19662.551956	0	All occupations	1	0
00-0000	2.C.7.a	English Language	49.176048614		All occ	20443.749871	1	All occupations	1	0
00-0000	2.C.7.a	English Language	43.368418442		All occ	21040.724201	2	All occupations	1	0
00-0000	2.C.7.a	English Language	29.222414935		All occ	21806.559284	3	All occupations	1	0
00-0000	2.C.7.a	English Language	60.767112447		All occ	33089.711142	0	All occupations	2	0
00-0000	2.C.7.a	English Language	52.944040255		All occ	27479.852801	1	All occupations	2	0
